"""Caspi Restaurant""",Ukrainian
"""Caspi Restaurant""",Restaurants
"""Caspi Restaurant""",Food
"""Caribbean Nights""",Restaurants
"""Caribbean Nights""",Chinese
"""Caribbean Nights""",Caribbean
"""Caribbean Nights""",German
"""Cobs Bread""",Food
"""Cobs Bread""",Bakeries
"""Cob's Bread""",Bakeries
"""Cob's Bread""",Food
"""Witteveen Meats""",Meat Shops
"""Witteveen Meats""",Food
"""Witteveen Meats""",Specialty Food
"""New World Wine Tours""",Beer
"""New World Wine Tours""",Food
"""Caprae & Suidae""",Meat Shops
"""Caprae & Suidae""",Food
"""Caprae & Suidae""",Specialty Food
"""Caprae & Suidae""",Butcher
"""Caribbean Sunset Restaurant and Bar""",Caribbean
"""Caribbean Sunset Restaurant and Bar""",Restaurants
"""Starbucks""",Coffee & Tea
"""Starbucks""",Food
"""Baked on Brock""",Food
"""Baked on Brock""",Ice Cream & Frozen Yogurt
"""Mojo Cycles""",Sporting Goods
"""Mojo Cycles""",Sporting Goods
"""Noble Coffee""",Food
"""Noble Coffee""",Cafes
"""Noble Coffee""",Coffee & Tea
"""Noble Coffee""",Restaurants
"""Noble Coffee""",Sandwiches
"""St-Clair Icecream""",Food
"""St-Clair Icecream""",Ice Cream & Frozen Yogurt
"""Rosedale's Finest""",Grocery
"""Rosedale's Finest""",Specialty Food
"""Rosedale's Finest""",Desserts
"""Rosedale's Finest""",Food
"""Rosedale's Finest""",Coffee & Tea
"""Grinning Face Non-Dairy Gelato""",Food
"""Grinning Face Non-Dairy Gelato""",Ice Cream & Frozen Yogurt
"""Grinning Face Non-Dairy Gelato""",Desserts
"""Grinning Face Non-Dairy Gelato""",Specialty Food
"""Custodio's Meats and Eats""",Food
"""Custodio's Meats and Eats""",Butcher
"""Peter's No Frills""",Grocery
"""Peter's No Frills""",Food
"""Peter's No Frills""",Bakeries
"""Peter's No Frills""",Specialty Food
"""Popeyes Louisiana Kitchen""",Restaurants
"""Popeyes Louisiana Kitchen""",Chicken Wings
"""Popeyes Louisiana Kitchen""",Southern
"""Popeyes Louisiana Kitchen""",Fast Food
"""Superior Sausage Company""",Meat Shops
"""Superior Sausage Company""",Specialty Food
"""Superior Sausage Company""",Food
"""Arabesque Middle Eastern Foods""",Restaurants
"""Arabesque Middle Eastern Foods""",Middle Eastern
"""Tealish""",Coffee & Tea
"""Tealish""",Food
"""Pomarosa Coffee Shop & Kitchen""",Restaurants
"""Pomarosa Coffee Shop & Kitchen""",Venezuelan
"""Pomarosa Coffee Shop & Kitchen""",Sandwiches
"""Pomarosa Coffee Shop & Kitchen""",Food
"""Pomarosa Coffee Shop & Kitchen""",Coffee & Tea
"""Pomarosa Coffee Shop & Kitchen""",Latin American
"""Pomarosa Coffee Shop & Kitchen""",Cafes
"""Village Meat Products & Deli""",Meat Shops
"""Village Meat Products & Deli""",Food
"""Village Meat Products & Deli""",Specialty Food
"""Village Meat Products & Deli""",Delis
"""Village Meat Products & Deli""",Restaurants
"""Village Juicery""",Salad
"""Village Juicery""",Specialty Food
"""Village Juicery""",Restaurants
"""Village Juicery""",Food
"""Village Juicery""",Juice Bars & Smoothies
"""Patisserie Saint Honore""",Food
"""Patisserie Saint Honore""",Bakeries
"""Bebo's Authentic Grill""",Restaurants
"""Bebo's Authentic Grill""",Modern European
"""Famous Pizza Town""",Pizza
"""Famous Pizza Town""",Restaurants
"""Sushi Café Myoung Dong Soon To Fu Korea Restaurant""",Restaurants
"""Sushi Café Myoung Dong Soon To Fu Korea Restaurant""",Korean
"""Krazy Corean""",Asian Fusion
"""Krazy Corean""",Restaurants
"""Krazy Corean""",Bars
"""Krazy Corean""",Nightlife
"""Krazy Corean""",Korean
"""Egg Sunrise Grill""",Restaurants
"""Egg Sunrise Grill""",Diners
"""Egg Sunrise Grill""",American
"""Sunny Green Fruit and Vegetable Limited""",Grocery
"""Sunny Green Fruit and Vegetable Limited""",Food
"""Bailey's Cafe""",Coffee & Tea
"""Bailey's Cafe""",Restaurants
"""Bailey's Cafe""",Breakfast & Brunch
"""Bailey's Cafe""",Cafes
"""Bailey's Cafe""",Food
"""Marron Bistro Moderne""",Kosher
"""Marron Bistro Moderne""",Restaurants
"""Volta Espresso""",Coffee & Tea
"""Volta Espresso""",Restaurants
"""Volta Espresso""",Cafes
"""Volta Espresso""",Food
"""Senisi Fine Foods""",Food
"""Senisi Fine Foods""",Seafood
"""Senisi Fine Foods""",Ice Cream & Frozen Yogurt
"""Senisi Fine Foods""",Restaurants
"""Senisi Fine Foods""",Grocery
"""Lale Bakery & Caffe""",Coffee & Tea
"""Lale Bakery & Caffe""",Restaurants
"""Lale Bakery & Caffe""",Food
"""Lale Bakery & Caffe""",Bakeries
"""Lale Bakery & Caffe""",Cafes
"""Bulk Barn""",Grocery
"""Bulk Barn""",Food
"""Pita Break""",Sandwiches
"""Pita Break""",Mediterranean
"""Pita Break""",Restaurants
"""Pita Break""",Middle Eastern
"""Kernels Popcorn""",Food
"""Kernels Popcorn""",Specialty Food
"""Livelihood Cafe""",Coffee & Tea
"""Livelihood Cafe""",Restaurants
"""Livelihood Cafe""",Middle Eastern
"""Livelihood Cafe""",Food
"""Livelihood Cafe""",Specialty Food
"""Livelihood Cafe""",Coffee & Tea Supplies
"""Livelihood Cafe""",Cafes
"""De La Mer""",Specialty Food
"""De La Mer""",Food
"""Rick's Cafe""",Cafes
"""Rick's Cafe""",Restaurants
"""Trinity Square Cafe""",Cafes
"""Trinity Square Cafe""",Restaurants
"""Pestacio""",Specialty Food
"""Pestacio""",Food
"""Loch & Quay""",Nightlife
"""Loch & Quay""",Juice Bars & Smoothies
"""Loch & Quay""",Restaurants
"""Loch & Quay""",Food
"""Loch & Quay""",Bars
"""Magic Oven""",Food Stands
"""Magic Oven""",Indian
"""Magic Oven""",Sandwiches
"""Magic Oven""",Restaurants
"""My Little Dumplings""",Food
"""My Little Dumplings""",Restaurants
"""My Little Dumplings""",Specialty Food
"""MoTo Coffee and Snack Bar""",Food
"""MoTo Coffee and Snack Bar""",Restaurants
"""MoTo Coffee and Snack Bar""",Nightlife
"""MoTo Coffee and Snack Bar""",Coffee & Tea
"""MoTo Coffee and Snack Bar""",Italian
"""MoTo Coffee and Snack Bar""",Fast Food
"""MoTo Coffee and Snack Bar""",Cocktail Bars
"""MoTo Coffee and Snack Bar""",Bars
"""Park Hyatt Toronto Kosher Annona Restaurant""",Restaurants
"""Park Hyatt Toronto Kosher Annona Restaurant""",Kosher
"""Oak Island""",Specialty Food
"""Oak Island""",Nightlife
"""Oak Island""",Bars
"""Oak Island""",Food
"""Golden Bakeshop""",Food
"""Golden Bakeshop""",Bakeries
"""Horizons Lounge""",Nightlife
"""Horizons Lounge""",Cafes
"""Horizons Lounge""",Restaurants
"""Horizons Lounge""",Bars
"""Elite Experience: SNOWDEN""",Local Flavor
"""Brewhaha At Bandit Brewery""",Local Flavor
"""Yelp Gets Lit""",Local Flavor
"""Christine Cs Shortbread""",Food
"""Christine Cs Shortbread""",Bakeries
"""Yelp Helps With Mealshare""",Local Flavor
"""Ellas Meat Market""",Specialty Food
"""Ellas Meat Market""",Meat Shops
"""Ellas Meat Market""",Food
"""Cactus Sandwiches & BBQ chicken""",Restaurants
"""Cactus Sandwiches & BBQ chicken""",Mediterranean
"""Cactus Sandwiches & BBQ chicken""",Barbeque
"""Cactus Sandwiches & BBQ chicken""",Halal
"""Cactus Sandwiches & BBQ chicken""",Sandwiches
"""Cuisine of India""",Food
"""Cuisine of India""",Restaurants
"""Cuisine of India""",Caterers
"""Cuisine of India""",Indian
"""Brando's Fried Chicken""",Restaurants
"""Brando's Fried Chicken""",Comfort Food
"""Brando's Fried Chicken""",Chicken Shop
"""Brando's Fried Chicken""",American
"""Barista & Chef""",Restaurants
"""Barista & Chef""",Mediterranean
"""Gaia Natural Foods""",Specialty Food
"""Gaia Natural Foods""",Herbs & Spices
"""Gaia Natural Foods""",Food
"""Pancho's Bakery""",Food Trucks
"""Pancho's Bakery""",Food
"""Pasta Pantry""",Italian
"""Pasta Pantry""",Restaurants
"""Pasta Pantry""",Grocery
"""Pasta Pantry""",Specialty Food
"""Pasta Pantry""",Food
"""Kouzies""",Breakfast & Brunch
"""Kouzies""",Italian
"""Kouzies""",Restaurants
"""Kouzies""",Greek
"""Cleo""",Restaurants
"""Cleo""",Vegan
"""Cleo""",Middle Eastern
"""Fine Wine Reserve""",Beer
"""Fine Wine Reserve""",Food
"""Kozlik's Canadian Mustard""",Food
"""Kozlik's Canadian Mustard""",Specialty Food
"""Stasis Preserves""",Specialty Food
"""Stasis Preserves""",Food
"""Seesaw Cafe""",Restaurants
"""Seesaw Cafe""",Cafes
"""Seesaw Cafe""",Bakeries
"""Seesaw Cafe""",Food
"""Starbucks""",Restaurants
"""Starbucks""",Cafes
"""Starbucks""",Coffee & Tea
"""Starbucks""",Food
"""Street Feast Grill""",Barbeque
"""Street Feast Grill""",Southern
"""Street Feast Grill""",Restaurants
"""Street Feast Grill""",Investing
"""Street Feast Grill""",Breakfast & Brunch
"""Patisserie Royale""",Middle Eastern
"""Patisserie Royale""",Bakeries
"""Patisserie Royale""",Restaurants
"""Patisserie Royale""",Food
"""Rui's  BBQ""",Barbeque
"""Rui's  BBQ""",Restaurants
"""Rui's  BBQ""",Portuguese
"""Sorauren Farmers' Market""",Food
"""Souppe Shoppe""",Street Vendors
"""Souppe Shoppe""",Food Stands
"""Souppe Shoppe""",Restaurants
"""Souppe Shoppe""",Food
"""Souppe Shoppe""",Soup
"""Megumi Sushi""",Restaurants
"""Megumi Sushi""",Japanese
"""St Clair Ice Cream Factory Outlet""",Ice Cream & Frozen Yogurt
"""St Clair Ice Cream Factory Outlet""",Food
"""New Orleans Seafood & Steakhouse""",Steakhouses
"""New Orleans Seafood & Steakhouse""",Cajun/Creole
"""New Orleans Seafood & Steakhouse""",Seafood
"""New Orleans Seafood & Steakhouse""",Restaurants
"""Debu's Nouvelle Indian Cuisine""",Indian
"""Debu's Nouvelle Indian Cuisine""",Restaurants
"""Nōmads Restobar""",Restaurants
"""Nōmads Restobar""",Bars
"""Nōmads Restobar""",Canadian
"""Baskin Robbins""",Ice Cream & Frozen Yogurt
"""Baskin Robbins""",Desserts
"""Baskin Robbins""",Food
"""Koerner Hall""",Nightlife
"""Waynak Modern Halal Eatery""",Restaurants
"""Waynak Modern Halal Eatery""",Pizza
"""Waynak Modern Halal Eatery""",Halal
"""Waynak Modern Halal Eatery""",Burgers
"""Waynak Modern Halal Eatery""",Italian
"""Sicily Pizza""",Restaurants
"""Sicily Pizza""",Pizza
"""Coffee Galore""",Food
"""Coffee Galore""",Coffee & Tea
"""Brasileirissimo Steak House""",Restaurants
"""Brasileirissimo Steak House""",Brazilian
"""Brasileirissimo Steak House""",Portuguese
"""Spirit of York Distillery""",Food
"""Spirit of York Distillery""",Distilleries
"""Sunnyside Grill""",Restaurants
"""Sunnyside Grill""",Breakfast & Brunch
"""Debe's Roti & Doubles""",Bars
"""Debe's Roti & Doubles""",Nightlife
"""Debe's Roti & Doubles""",Restaurants
"""Debe's Roti & Doubles""",Caribbean
"""Debe's Roti & Doubles""",Cafes
"""Pita Land""",Middle Eastern
"""Pita Land""",Specialty Food
"""Pita Land""",Sandwiches
"""Pita Land""",Restaurants
"""Pita Land""",Halal
"""Pita Land""",Desserts
"""Pita Land""",Pizza
"""Pita Land""",Food
"""John's Sushi Bistro""",Sushi Bars
"""John's Sushi Bistro""",Restaurants
"""Sweet Cocoa""",Food
"""Sweet Cocoa""",Cafes
"""Sweet Cocoa""",Bakeries
"""Sweet Cocoa""",Restaurants
"""Hale Coffee""",Food
"""Hale Coffee""",Coffee & Tea
"""Hale Coffee""",Specialty Food
"""Orca  The Sandwich Shoppe""",Restaurants
"""Orca  The Sandwich Shoppe""",Sandwiches
"""Orca  The Sandwich Shoppe""",Salad
"""Tesla Cafe""",Bars
"""Tesla Cafe""",Food
"""Tesla Cafe""",Burgers
"""Tesla Cafe""",Restaurants
"""Tesla Cafe""",American
"""Starbucks""",Food
"""Starbucks""",Coffee & Tea
"""Starbucks""",Desserts
"""Starbucks""",Bagels
"""Ontario Fresh & Tasty""",Restaurants
"""Ontario Fresh & Tasty""",Sandwiches
"""Ontario Fresh & Tasty""",Grocery
"""Ontario Fresh & Tasty""",Delis
"""Ontario Fresh & Tasty""",Food
"""Madame Gateaux""",Food
"""Madame Gateaux""",Desserts
"""Hd Cake & Pastry House""",Food
"""Hd Cake & Pastry House""",Desserts
"""Bar Sybanne""",Middle Eastern
"""Bar Sybanne""",Moroccan
"""Bar Sybanne""",Mediterranean
"""Bar Sybanne""",Restaurants
"""Bar Sybanne""",Nightlife
"""Bar Sybanne""",Bars
"""Baskin Robbins""",Ice Cream & Frozen Yogurt
"""Baskin Robbins""",Food
"""1903 A Harley-Davidson Café""",Restaurants
"""1903 A Harley-Davidson Café""",Cafes
"""The Windmill Restaurant""",Middle Eastern
"""The Windmill Restaurant""",Mediterranean
"""The Windmill Restaurant""",Restaurants
"""It'z A Wrap""",Restaurants
"""It'z A Wrap""",Sandwiches
"""Prepd""",Food
"""Prepd""",Specialty Food
"""Prepd""",Grocery
"""Road Grill Food Truck""",Food
"""Road Grill Food Truck""",Food Trucks
"""Coffee Crate""",Food
"""Coffee Crate""",Cafes
"""Coffee Crate""",Restaurants
"""Coffee Crate""",Coffee & Tea
"""Coffee Crate""",Specialty Food
"""The Pantry""",Food
"""The Pantry""",Specialty Food
"""Gouter""",Bakeries
"""Gouter""",Food
"""Gouter""",Specialty Food
"""Gouter""",Chocolatiers & Shops
"""Gouter""",Coffee & Tea
"""Gloria Espresso Bar & Cafe""",Coffee & Tea
"""Gloria Espresso Bar & Cafe""",Cafes
"""Gloria Espresso Bar & Cafe""",Food
"""Gloria Espresso Bar & Cafe""",Restaurants
"""The Merseyside""",Coffee & Tea
"""The Merseyside""",Cafes
"""The Merseyside""",Food
"""The Merseyside""",Restaurants
"""The Merseyside""",Sandwiches
"""The Merseyside""",Bakeries
"""Touch Down Foods""",Food
"""Touch Down Foods""",Grocery
"""Touch Down Foods""",Restaurants
"""Touch Down Foods""",Desserts
"""Touch Down Foods""",Ethnic Food
"""Touch Down Foods""",Specialty Food
"""Cardinal Skate Shop""",Sporting Goods
"""The Herbal Clinic and Dispensary""",Food
"""The Herbal Clinic and Dispensary""",Specialty Food
"""Baretto Caffe""",Italian
"""Baretto Caffe""",Cafes
"""Baretto Caffe""",Restaurants
"""Rose's Halal Kitchen""",Halal
"""Rose's Halal Kitchen""",Restaurants
"""Rose's Halal Kitchen""",Caribbean
"""Stoke Stack Barbecue""",Food
"""Stoke Stack Barbecue""",Food Trucks
"""Stoke Stack Barbecue""",Barbeque
"""Stoke Stack Barbecue""",Restaurants
"""Wish A Cake""",Bakeries
"""Wish A Cake""",Food
"""Wish A Cake""",Desserts
"""Wish A Cake""",Caterers
"""Continental Grill House""",Restaurants
"""Continental Grill House""",Turkish
"""Canuck Sports Stuff""",Sporting Goods
"""Hot Pot Cafe""",Restaurants
"""Hot Pot Cafe""",Moroccan
"""Hot Pot Cafe""",Middle Eastern
"""Hot Pot Cafe""",Afghan
"""Hot Pot Cafe""",Halal
"""Bar Ape""",Food
"""Bar Ape""",Ice Cream & Frozen Yogurt
"""Xamar Weyne""",Restaurants
"""Xamar Weyne""",African
"""Crimson Teas""",Tea Rooms
"""Crimson Teas""",Food
"""Abyssinia Ethiopian Restaurant""",Restaurants
"""Abyssinia Ethiopian Restaurant""",Vegan
"""Abyssinia Ethiopian Restaurant""",Ethiopian
"""Patagonia Toronto""",Sporting Goods
"""Taste Seduction""",Caterers
"""Taste Seduction""",Caribbean
"""Taste Seduction""",Restaurants
"""Fahrenheit Coffee""",Food
"""Fahrenheit Coffee""",Coffee & Tea
"""Barone and Tong Catering""",Caterers
"""Lindt Chocolate Shop - Toronto Eaton Centre""",Chocolatiers & Shops
"""Lindt Chocolate Shop - Toronto Eaton Centre""",Food
"""Lindt Chocolate Shop - Toronto Eaton Centre""",Specialty Food
"""Amico Sushi & Grill""",Tapas Bars
"""Amico Sushi & Grill""",Japanese
"""Amico Sushi & Grill""",Restaurants
"""COCO Crafted Organic Chocolate""",Chocolatiers & Shops
"""COCO Crafted Organic Chocolate""",Food
"""COCO Crafted Organic Chocolate""",Specialty Food
"""Burro Burrito""",Mexican
"""Burro Burrito""",Restaurants
"""Conspiracy Pizza""",Restaurants
"""Conspiracy Pizza""",Pizza
"""Shamone""",Nightlife
"""Shamone""",Bars
"""Oakwood Espresso""",Food
"""Oakwood Espresso""",Coffee & Tea
"""Axis Gear""",Sports Wear
"""Axis Gear""",Sporting Goods
"""Marigolds and Onions""",Caterers
"""Village Pizza""",Restaurants
"""Village Pizza""",Pizza
"""Koricancha Restaurant""",Restaurants
"""Koricancha Restaurant""",Peruvian
"""Koricancha Restaurant""",Bars
"""Koricancha Restaurant""",Latin American
"""Koricancha Restaurant""",Nightlife
"""Amore Fine Foods""",Caterers
"""Amore Fine Foods""",Restaurants
"""Amore Fine Foods""",Sandwiches
"""Mama's Authentic Caribbean Restaurant""",Restaurants
"""Mama's Authentic Caribbean Restaurant""",Caribbean
"""The Flying Elephant Bakery""",Caterers
"""The Flying Elephant Bakery""",Desserts
"""The Flying Elephant Bakery""",Bakeries
"""The Flying Elephant Bakery""",Food
"""Garden's Food""",Food
"""Garden's Food""",Grocery
"""Sushi Making For The Soul""",Caterers
"""Sushi Making For The Soul""",Cooking Schools
"""Taj Restaurant""",Mediterranean
"""Taj Restaurant""",Russian
"""Taj Restaurant""",Restaurants
"""Rawlicious""",Restaurants
"""Rawlicious""",Juice Bars & Smoothies
"""Rawlicious""",Desserts
"""Rawlicious""",Gluten-Free
"""Rawlicious""",Food
"""Rawlicious""",Vegetarian
"""Rawlicious""",Salad
"""Rawlicious""",Vegan
"""Avoca Choclatier""",Ice Cream & Frozen Yogurt
"""Avoca Choclatier""",Food
"""Avoca Choclatier""",Specialty Food
"""Avoca Choclatier""",Chocolatiers & Shops
"""Good Cheese""",Nightlife
"""Good Cheese""",Specialty Food
"""Good Cheese""",Bars
"""Good Cheese""",Beer Bar
"""Good Cheese""",Food
"""The Dock On Queen""",Sandwiches
"""The Dock On Queen""",Restaurants
"""The Dock On Queen""",Cafes
"""Ethiopia vegan  Restaurant""",Ethiopian
"""Ethiopia vegan  Restaurant""",Vegan
"""Ethiopia vegan  Restaurant""",Restaurants
"""M&J's Eastside Deli""",Diners
"""M&J's Eastside Deli""",Breakfast & Brunch
"""M&J's Eastside Deli""",Restaurants
"""M&J's Eastside Deli""",Sandwiches
"""M&J's Eastside Deli""",Delis
"""Teta's Mediterranean Kitchen & Bakery""",Arabian
"""Teta's Mediterranean Kitchen & Bakery""",Mediterranean
"""Teta's Mediterranean Kitchen & Bakery""",Bakeries
"""Teta's Mediterranean Kitchen & Bakery""",Middle Eastern
"""Teta's Mediterranean Kitchen & Bakery""",Restaurants
"""Teta's Mediterranean Kitchen & Bakery""",Ethnic Food
"""Teta's Mediterranean Kitchen & Bakery""",Food
"""Teta's Mediterranean Kitchen & Bakery""",Specialty Food
"""Dumpling King""",Noodles
"""Dumpling King""",Restaurants
"""Dumpling King""",Chinese
"""Urban Bistro""",Food
"""Urban Bistro""",Street Vendors
"""Oudalova Events & Design Inc""",Flowers & Gifts
"""Oudalova Events & Design Inc""",Florists
"""La Sala Restaurant""",Restaurants
"""La Sala Restaurant""",Italian
"""JJ Bean""",Cafes
"""JJ Bean""",Coffee & Tea
"""JJ Bean""",Coffee Roasteries
"""JJ Bean""",Restaurants
"""JJ Bean""",Bakeries
"""JJ Bean""",Food
"""Antioch Kitchen""",Kebab
"""Antioch Kitchen""",Restaurants
"""Antioch Kitchen""",Middle Eastern
"""Antioch Kitchen""",Turkish
"""Hearty Catering, Inc.""",Caterers
"""Golden Gecko Coffee""",Cafes
"""Golden Gecko Coffee""",Coffee & Tea
"""Golden Gecko Coffee""",Restaurants
"""Golden Gecko Coffee""",Food
"""Galaxy T&T""",Fruits & Veggies
"""Galaxy T&T""",Sandwiches
"""Galaxy T&T""",Food
"""Galaxy T&T""",Vietnamese
"""Galaxy T&T""",Juice Bars & Smoothies
"""Galaxy T&T""",Restaurants
"""Galaxy T&T""",Specialty Food
"""Shalom Ethopian Restaurant""",Ethiopian
"""Shalom Ethopian Restaurant""",Restaurants
"""Sweet Flour Bake Shop""",Desserts
"""Sweet Flour Bake Shop""",Bakeries
"""Sweet Flour Bake Shop""",Food
"""Tiny Flower""",Flowers & Gifts
"""Tiny Flower""",Florists
"""The Golden Apple Confectionery""",Desserts
"""The Golden Apple Confectionery""",Food
"""The Golden Apple Confectionery""",Chocolatiers & Shops
"""The Golden Apple Confectionery""",Specialty Food
"""The Golden Apple Confectionery""",Caterers
"""The Coffee Bouquets""",Cafes
"""The Coffee Bouquets""",Food
"""The Coffee Bouquets""",Restaurants
"""The Coffee Bouquets""",Coffee & Tea Supplies
"""The Coffee Bouquets""",Coffee & Tea
"""The Mutt""",Nightlife
"""The Mutt""",Restaurants
"""The Mutt""",Beer Bar
"""The Mutt""",Pubs
"""The Mutt""",Bars
"""The Mutt""",Burgers
"""Camerini Ristorante""",Restaurants
"""Camerini Ristorante""",Italian
"""Nguyên Huong""",Ethnic Food
"""Nguyên Huong""",Vietnamese
"""Nguyên Huong""",Restaurants
"""Nguyên Huong""",Food
"""Nguyên Huong""",Sandwiches
"""Nguyên Huong""",Specialty Food
"""Caribbean Bistro""",Seafood
"""Caribbean Bistro""",Restaurants
"""Caribbean Bistro""",Caribbean
"""Beau Lieu Bistro""",French
"""Beau Lieu Bistro""",Restaurants
"""Osler Fish Terminal""",Food
"""Osler Fish Terminal""",Specialty Food
"""Uncle Mikey's""",Korean
"""Uncle Mikey's""",Canadian
"""Lupara Kitchen Table""",Restaurants
"""Lupara Kitchen Table""",Italian
"""A Seaton Dream B&B""",Bed&Breakfast
"""Good Rebel""",Food
"""Good Rebel""",Specialty Food
"""Good Rebel""",Grocery
"""Greek Street""",Greek
"""Greek Street""",Restaurants
"""Toro Wine bar""",Nightlife
"""Toro Wine bar""",Restaurants
"""Toro Wine bar""",Bars
"""D' License to Grill""",Ethnic Food
"""D' License to Grill""",Restaurants
"""D' License to Grill""",Specialty Food
"""D' License to Grill""",Indian
"""D' License to Grill""",Food
"""D' License to Grill""",Halal
"""Wallace Espresso""",Cafes
"""Wallace Espresso""",Food
"""Wallace Espresso""",Restaurants
"""Wallace Espresso""",Coffee & Tea
"""Global Cheese""",Specialty Food
"""Global Cheese""",Food
"""2nd Nature Bakery and Cafe""",Gluten-Free
"""2nd Nature Bakery and Cafe""",Food
"""2nd Nature Bakery and Cafe""",Bakeries
"""2nd Nature Bakery and Cafe""",Cafes
"""2nd Nature Bakery and Cafe""",Restaurants
"""Roll & Roll""",Restaurants
"""Roll & Roll""",Japanese
"""McDonald's""",Fast Food
"""McDonald's""",Burgers
"""McDonald's""",Restaurants
"""Nugget Pizza and Wings""",Fast Food
"""Nugget Pizza and Wings""",Burgers
"""Nugget Pizza and Wings""",Pizza
"""Nugget Pizza and Wings""",Restaurants
"""Nugget Pizza and Wings""",Chicken Wings
"""Close To The Bone""",Delis
"""Close To The Bone""",Restaurants
"""Close To The Bone""",Grocery
"""Close To The Bone""",Food
"""Zaza Espresso Bar""",Desserts
"""Zaza Espresso Bar""",Bakeries
"""Zaza Espresso Bar""",Coffee & Tea
"""Zaza Espresso Bar""",Food
"""Pho Saigon St""",Vietnamese
"""Pho Saigon St""",Restaurants
"""Silver Spoon""",American
"""Shawarma Q""",Afghan
"""Shawarma Q""",Restaurants
"""Shawarma Q""",Middle Eastern
"""FruiteaO""",Food
"""FruiteaO""",Tea Rooms
"""FruiteaO""",Desserts
"""FruiteaO""",Restaurants
"""FruiteaO""",Taiwanese
"""FruiteaO""",Juice Bars & Smoothies
"""El Partyo On El Patio""",Local Flavor
"""Chocolate by Wickerhead""",Food
"""Chocolate by Wickerhead""",Specialty Food
"""Chocolate by Wickerhead""",Chocolatiers & Shops
"""Kibo Sushi""",Japanese
"""Kibo Sushi""",Restaurants
"""Rube's Rice""",Specialty Food
"""Rube's Rice""",Food
"""Nord Bistro""",Breakfast & Brunch
"""Nord Bistro""",Restaurants
"""Nord Bistro""",Canadian
"""The 2016 Yelpie Awards""",Local Flavor
"""Wraps On The Go""",Soup
"""Wraps On The Go""",Salad
"""Wraps On The Go""",Food
"""Wraps On The Go""",Sandwiches
"""Wraps On The Go""",Cafes
"""Wraps On The Go""",Coffee & Tea
"""Wraps On The Go""",Restaurants
"""Wraps On The Go""",Caterers
"""De Frantic Monkey Cafe Bar""",Juice Bars & Smoothies
"""De Frantic Monkey Cafe Bar""",Restaurants
"""De Frantic Monkey Cafe Bar""",Food
"""De Frantic Monkey Cafe Bar""",Cafes
"""De Frantic Monkey Cafe Bar""",Coffee & Tea
"""De Frantic Monkey Cafe Bar""",Beer
"""Sweet Addictions Candy""",Food
"""Sweet Addictions Candy""",Specialty Food
"""Bespoke Butcher""",Food
"""Bespoke Butcher""",Specialty Food
"""Bespoke Butcher""",Butcher
"""Eastern Bloc Vapes""",Nightlife
"""Eastern Bloc Vapes""",Bars
"""Eastern Bloc Vapes""",Local Flavor
"""East of York Gourmet Food""",Specialty Food
"""East of York Gourmet Food""",Food
"""East of York Gourmet Food""",Indian
"""East of York Gourmet Food""",Sandwiches
"""East of York Gourmet Food""",Restaurants
"""East of York Gourmet Food""",Cafes
"""East of York Gourmet Food""",Vegetarian
"""King Catering""",Caterers
"""King Catering""",Food
"""Sticks N Scones""",Desserts
"""Sticks N Scones""",Bakeries
"""Sticks N Scones""",Food
