business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,final
BSziytE1kGwE_6Qt4gkaVw,"""Toast Restaurant""",Leslieville,"""993 Queen St E""",Toronto,ON,M4M 1K2,43.6613319,-79.3388117,3,17,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
EKnU3om0PXGdkWfGnTM9Zw,"""Rosebud""",Niagara,"""669 Queen Street W""",Toronto,ON,M6J 1E6,43.6469689,-79.4046574,3,7,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
cdGF32D1_kRnsMjLytguoA,"""Muckish Irish Pub""",Scarborough,"""74 Hymus Road""",Toronto,ON,M1L 4B2,43.7200413,-79.284063,3.5,8,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
ByR685ThcDqQ_bb4A1oj_Q,"""Tea N Bannock""",,"""1294 Gerrard Street E""",Toronto,ON,M4L 1Y7,43.671182,-79.3273557,4.5,31,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
CvsTfS2pIWwZbwusZL4x0Q,"""Swiss Chalet Rotisserie & Grill""",Brockton Village,"""900 Dufferin St, Unit 3""",Toronto,ON,M6H 4A9,43.6560132,-79.4352469,2,22,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
Ymy91k8r312xvxzC42b5IQ,"""Top Gun Steak & Burger""",Kensington Market,"""251 Augusta Avenue""",Toronto,ON,M5T 2L8,43.6550126,-79.4021026,4,91,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
U2m1WfXenwHrYxNSafBUOQ,"""Smoke's Poutinerie""",The Annex,"""490 Bloor Street W""",Toronto,ON,M5S 1X8,43.6656097,-79.4098298,3,61,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
LDxKcVT4u2SW_3ClCYmIaQ,"""Swiss Chalet Rotisserie & Grill""",,"""3140 Dufferin Avenue, Unit 102""",Toronto,ON,M6A 2T1,43.71664934,-79.4563104,2.5,14,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
sBRt5i-9MzlnEoTwvdlBrA,"""Holy Chicken""",The Danforth,"""1028 Danforth Avenue""",Toronto,ON,M4J 1M2,43.6807629,-79.3365283,3.5,7,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
kwRWzhS3UoIIeoi7ghK6uw,"""Paddington's Pump""",St. Lawrence,"""91 Front Street E""",Toronto,ON,M5E 0A2,43.64904695,-79.3719095,3.5,94,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
K12EYif4vVDBno8S5RaWMQ,"""Mars Food""",,"""432 College Street""",Toronto,ON,M5T 1T3,43.6567247,-79.4072254,3,45,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
YRWGkDCSVVu6LU5tOjMGyQ,"""Swiss Chalet Rotisserie & Grill""",Etobicoke,"""2955 Bloor St W""",Toronto,ON,M8X 1B8,43.6477726,-79.5083208,2.5,10,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
aXIJx_kxbmxUioM7Kcokow,"""St. Louis Bar & Grill""",The Beach,"""1963 Queen St East, Unit 11""",Toronto,ON,M4L 1H9,43.6695907,-79.3015868,2,20,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
rgG2k-8qHXuO4ZKhC1AmIA,"""La Sani Grill""",Scarborough,"""2058 Ellesmere Road, Unit 3""",Toronto,ON,M1H 2V6,43.7764121,-79.234966,3,50,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
fTIAa84N6JNTDxUtt-Ldng,"""Sunset Grill""",Church-Wellesley Village,"""120 Bloor St E""",Toronto,ON,M4W 1B7,43.6712228,-79.3827388,3,39,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
jnx6lEnHd3SeDNeRn87lvA,"""Johnny Jackson""",Little Italy,"""587 College Street""",Toronto,ON,M6G 1A9,43.6552211,-79.4134057,3.5,8,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
vh_bMZ0nNFnw7pJquyQtQg,"""Originals Bar""",Mount Pleasant and Davisville,"""1660 Bayview Ave""",Toronto,ON,M4G 3C2,43.7072837,-79.3760909,2.5,13,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
S47qerKWSdrq2q6XwFgYrg,"""Swiss Chalet Rotisserie & Grill""",Scarborough,"""4410 Kingston Rd""",Toronto,ON,M1E 2N5,43.7684166,-79.1903065,3,5,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
EEu0F38DozQCmhDkh9g6cw,"""The Mill""",,"""1252 Lawrence Avenue E""",Toronto,ON,M3A 1C3,43.7416624,-79.3181436,3.5,5,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
nhtl2xdJXIwVlov_9AsAdQ,"""Pearl Lounge""",,"""4664 Yonge Street""",Toronto,ON,M2N 5M1,43.7579519,-79.4104147,3,13,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
tZt9k3BZ0AaXT4XCOEeRwQ,"""The Stone Lion""",The Beach,"""1958 Queen Street E""",Toronto,ON,M4L 1H6,43.669559,-79.302306,3,35,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
v_OLzcpFA7vgVp30vxv2uQ,"""Silver Spoon""",Roncesvalles,"""390 Roncesvalles Avenue""",Toronto,ON,M6R 2M9,43.6508833,-79.4508316,5,4,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
bhqOSajw2x1NLQxijsDVcg,"""Home Of The Brave""",,"""589 King Street W""",Toronto,ON,M5V 1M5,43.6441589,-79.4002472,3.5,198,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
G-cbWSrIddcCFUZqRdKvCA,"""The Corner Place""",St. Lawrence,"""11 Jarvis St""",Toronto,ON,M5C,43.6496625,-79.3715411,3.5,77,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
RyDiwx4xD3Lx8sWHx1aFlQ,"""Smoque N' Bones""",Niagara,"""869 Queen Street W""",Toronto,ON,M6J 1G4,43.64570278,-79.41074328,4,297,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
ShUh_MMkaVp_KXCtNjPvXA,"""Universal Grill""",Christie Pits,"""1071 Shaw Street""",Toronto,ON,M6G 3N4,43.6705211,-79.42644044,4,51,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
xkc_MfxUcSuRdQnmSvF1IA,"""Harvey's Restaurants""",Ryerson,"""318-10 Dundas St East""",Toronto,ON,M5B 2L6,43.6567455,-79.380484,3,10,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
Cw4CAZ3t7X1S-0svpc4YWQ,"""Hudson Kitchen""",Little Italy,"""800 Dundas Street W""",Toronto,ON,M6J 1V1,43.6518348,-79.4084137,4,60,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
bZgfnQtLXly82_XmLBqOwQ,"""Wayne Gretzky's Toronto""",Entertainment District,"""99 Blue Jays Way""",Toronto,ON,M5V 9G9,43.6452945,-79.3916736,3,219,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
UUT3f05dbse6ar-2Ws5GUA,"""John Anderson's Restaurant""",,"""5653 Yonge Street""",Toronto,ON,M2M 3T2,43.7813122,-79.4157094,2,5,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
VNyWT0hLkIHzt5HQ0W4tSg,"""Tilted Kilt Pub & Eatery""",St. Lawrence,"""38 The Esplanade""",Toronto,ON,M5E 1A1,43.6469296,-79.374978,2.5,66,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
swM_9CXxkvxEk3fDkjA6PQ,"""Bar Verde""",Downtown Core,"""260 Yonge Street""",Toronto,ON,M5B 2L9,43.6546609,-79.3805654,4,29,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
kljR-Bg6A3jze9JzBwRhRA,"""Black Ox Bistro""",Scarborough,"""1780 Markham Road""",Toronto,ON,M1B 2W2,43.7947094,-79.2403278,3.5,67,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
mrwpkN8k5Q-X7J5mGQ0NtQ,"""St. Louis Bar & Grill""",Swansea,"""376 Bloor St West""",Toronto,ON,M5S 1X2,43.6491892,-79.4847585,3,37,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
J_PAsINZhwL6J9aV2CZrfw,"""J&C Bistro - The Bistro on Jane""",,"""558 Jane Street""",Toronto,ON,M6S 4A5,43.6633583,-79.4902134,4.5,6,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
WdhQvQbGd2HAiZ2UmlcVGA,"""Wild Wing""",Scarborough,"""11 William Kitchen Rd""",Toronto,ON,M1P 5B7,43.7728321,-79.2802137,3.5,33,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
35Mdu_9unGIn4pMoQByWFQ,"""Signatures Restaurant""",The Annex,"""220 Bloor St W""",Toronto,ON,M5S 1W2,43.668364,-79.396426,2,6,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
i7Ssyx4l0H_CujFD4lpH2w,"""Freshwood Grill""",Kensington Market,"""197 Baldwin St""",Toronto,ON,M5T 1M1,43.6545914,-79.4016611,2.5,7,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
CZo5aeQpv55NKf0VG9wWEA,"""Wild Wing""",Corktown,"""107 Church Street""",Toronto,ON,M5C 2G5,43.6526911,-79.3754128,3.5,14,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
laM_PIoHQ9LzCxXnl6C87w,"""Whitesides Terrace Grille""",Scarborough,"""2035 Kennedy Rd""",Toronto,ON,M1S 0G5,43.77695847,-79.28374481,3,6,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
vqgfQqPiLw6ghdVgpZ_vJQ,"""Jack Astor's Bar & Grill""",Ryerson,"""10 Dundas Street East""",Toronto,ON,M5B 2G9,43.65658637,-79.38007376,3,187,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
zfQ855VX3SMA_54oVSN5Cw,"""Fresco's Fish & Chips""",Kensington Market,"""201 Augusta Avenue""",Toronto,ON,M5T 2L4,43.6538341,-79.4015484,4.5,280,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
#NAME?,"""Village Grill Restaurant""",Etobicoke,"""349 Royal York Road""",Toronto,ON,M8Y 2R1,43.61772466,-79.49888334,1.5,3,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
axThxZtqNnDVo_DWo2lt_g,"""The Midtown""",Palmerston,"""552 College St""",Toronto,ON,M6G 1B1,43.6558157,-79.4119825,3,15,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
wNJpk_DvWyqEJfNXhpr2WQ,"""Toby's Pub and Eatery""",Kensington Market,"""411 College Street""",Toronto,ON,M5T 1T1,43.6565414,-79.4066676,2.5,66,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
5PO5ZIHIcaTNIiHNoRKDqg,"""The Kensington Cornerstone Restaurant""",Kensington Market,"""2A Kensington Ave""",Toronto,ON,M5T,43.6528952,-79.4001416,3,41,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
q2l6L-gdvIZewh7n5_xasQ,"""Banknote Bar""",Corktown,"""474  Adelaide Street E""",Toronto,ON,M5A 4L6,43.65260858,-79.36608364,3.5,8,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
0cpLF0LFQHHRFNlL0iy_Aw,"""Union Social Eatery""",Yonge and St. Clair,"""21 Saint Clair Avenue W""",Toronto,ON,M4V 1K6,43.68779452,-79.39506926,4,119,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
Sk0Ycurq7D083Qs8x65b_Q,"""George""",Corktown,"""111 Queen Street E""",Toronto,ON,M5C 1S2,43.6533063,-79.3741304,4.5,200,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
aWJEgudoVLnxDqleDveNSg,"""Helena's Magic Kitchen""",Downtown Core,"""122 St. Patrick St""",Toronto,ON,M5T,43.6535037,-79.3901536,4,19,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
Z1r6b30Tg0n0ME4-Zj2wQQ,"""Boardwalk Place""",,"""1675 Lake Shore Boulevard E""",Toronto,ON,M4W 3L6,43.6630096,-79.3108978,3,13,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
zgQHtqX0gqMw1nlBZl2VnQ,"""Momofuku Noodle Bar""",Financial District,"""190 University Avenue, Ground Floor""",Toronto,ON,M5H 0A3,43.649678,-79.386275,3,759,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
jnfFIosV8zpC3eZ2RcjEeQ,"""Fit for Life""",St. Lawrence,"""34 King Street E""",Toronto,ON,M5C 2L9,43.64945762,-79.37668674,2,6,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
UWWBnnlVDW5US-TaIsNoKw,"""FOUR""",Financial District,"""188 Bay Street, Commerce Court""",Toronto,ON,M5L 1G6,43.6473454,-79.3797099,3.5,46,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
jF3sWSqa-6TyROZgSUGrIw,"""Rock 'n' Horse Saloon""",Entertainment District,"""250 Adelaide Street W""",Toronto,ON,M5H 1X6,43.6481715,-79.3890774,3,48,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
sCPNcNxYuTnTdlAZohMyQg,"""Museum Tavern""",The Annex,"""208 Bloor Street W""",Toronto,ON,M5S 1W2,43.6685236,-79.395851,3.5,172,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
lGQdnscJ2J8MXBoWx3-SRw,"""Cafe California Restaurant""",Church-Wellesley Village,"""538 Church Street""",Toronto,ON,M4Y 2E1,43.6647891,-79.3808122,3.5,62,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
Bz6UcQZgRkrGtDwcagvt9w,"""Ronnie B's Southern Kitchen & Taps""",Cabbagetown,"""243 Carlton Street""",Toronto,ON,M5A 2L2,43.6642408,-79.3681056,3.5,8,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
miRjsEDy7U1uZvnkZJPHLQ,"""Veritas Local Fare""",Corktown,"""234 King Street E""",Toronto,ON,M4W 1A7,43.6514847,-79.367711,4.5,10,0,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
_9-zx205O1Lt3VridZhfLA,"""Fiddler's Dell Bar & Grill""",Bloor-West Village,"""781 Annette Street""",Toronto,ON,M6S 2E4,43.65816,-79.487595,2.5,5,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
ZxrWn3v1ZVX9SC_ObbfpHQ,"""Ruby Watchco""",Riverdale,"""730 Queen Street E""",Toronto,ON,M4M 1H2,43.6592086,-79.3491468,4,216,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
UMc0iSJMk5g2Py9AFBJdKQ,"""Swiss Chalet Rotisserie & Grill""",Downtown Core,"""362 Yonge St""",Toronto,ON,M5B 1S5,43.6583169,-79.382174,2.5,39,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
wcR9Vbwn2EmlSeV7uBUIsA,"""Hemingway's Restaurant""",Yorkville,"""142 Cumberland St""",Toronto,ON,M5R 1A8,43.6700738,-79.3928002,3.5,195,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
d8Kz48UDfZ0MPuQpGy2r0Q,"""Kost""",Entertainment District,"""80 Blue Jays Way, 44th Floor""",Toronto,ON,M5V 2G3,43.64531,-79.392459,3.5,18,1,"[""American"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""]"
